timestamp,sensor_id,zone,gas_ppm,pressure,temp,humidity
2026-01-20T12:04:11.264764,SENSOR_002,ZONE_C,43.67,100.28,22.84,62.42
2026-01-20T12:04:21.264764,SENSOR_002,ZONE_C,26.72,101.5,23.22,73.44
2026-01-20T12:04:21.264764,SENSOR_001,ZONE_B,34.49,104.37,24.08,51.91
2026-01-20T12:04:21.264764,SENSOR_003,ZONE_D,537.28,114.9,35.48,69.65
2026-01-20T12:04:21.264764,SENSOR_000,ZONE_A,28.55,102.97,28.71,41.44
2026-01-20T12:04:21.264764,SENSOR_004,ZONE_A,50.77,100.25,29.46,50.59
2026-01-20T12:04:31.264764,SENSOR_001,ZONE_B,59.04,99.22,20.34,59.38
2026-01-20T12:04:31.264764,SENSOR_000,ZONE_A,31.03,103.84,29.94,62.09
2026-01-20T12:04:31.264764,SENSOR_004,ZONE_A,493.7,104.26,29.19,22.97
2026-01-20T12:04:31.264764,SENSOR_002,ZONE_C,31.94,99.02,26.6,34.33
2026-01-20T12:04:31.264764,SENSOR_003,ZONE_D,36.04,101.9,28.3,49.99
2026-01-20T12:04:41.264764,SENSOR_004,ZONE_A,36.49,98.41,21.31,64.94
2026-01-20T12:04:41.264764,SENSOR_001,ZONE_B,58.85,100.47,22.53,52.12
2026-01-20T12:04:41.264764,SENSOR_003,ZONE_D,62.91,100.43,29.13,47.78
2026-01-20T12:04:41.264764,SENSOR_000,ZONE_A,56.98,100.65,28.47,56.76
2026-01-20T12:04:41.264764,SENSOR_002,ZONE_C,40.49,98.76,20.96,53.4
2026-01-20T12:04:51.264764,SENSOR_000,ZONE_A,815.58,129.61,35.36,72.08
2026-01-20T12:04:51.264764,SENSOR_002,ZONE_C,45.53,102.88,23.09,40.11
2026-01-20T12:04:51.264764,SENSOR_001,ZONE_B,71.83,100.56,20.19,38.21
2026-01-20T12:04:51.264764,SENSOR_004,ZONE_A,52.94,102.82,25.62,61.81
2026-01-20T12:04:51.264764,SENSOR_003,ZONE_D,328.77,104.61,53.82,89.27
2026-01-20T12:05:01.264764,SENSOR_003,ZONE_D,492.01,129.16,26.66,44.24
2026-01-20T12:05:01.264764,SENSOR_000,ZONE_A,44.82,99.92,25.57,50.05
2026-01-20T12:05:01.264764,SENSOR_002,ZONE_C,58.61,98.31,25.31,58.67
2026-01-20T12:05:01.264764,SENSOR_004,ZONE_A,63.39,102.59,22.3,31.07
2026-01-20T12:05:01.264764,SENSOR_001,ZONE_B,71.08,101.53,27.14,71.24
2026-01-20T12:05:11.264764,SENSOR_000,ZONE_A,56.11,105.2,26.69,60.61
2026-01-20T12:05:11.264764,SENSOR_002,ZONE_C,62.63,103.29,23.07,80.33
2026-01-20T12:05:11.264764,SENSOR_003,ZONE_D,39.24,101.35,23.6,54.6
2026-01-20T12:05:11.264764,SENSOR_004,ZONE_A,48.7,107.63,24.23,51.84
2026-01-20T12:05:11.264764,SENSOR_001,ZONE_B,34.84,99.72,24.07,38.06
2026-01-20T12:05:21.264764,SENSOR_002,ZONE_C,45.18,101.98,17.38,71.2
2026-01-20T12:05:21.264764,SENSOR_003,ZONE_D,47.2,100.41,25.94,32.18
2026-01-20T12:05:21.264764,SENSOR_004,ZONE_A,49.26,102.37,26.77,71.42
2026-01-20T12:05:21.264764,SENSOR_001,ZONE_B,60.58,101.88,23.12,60.38
2026-01-20T12:05:21.264764,SENSOR_000,ZONE_A,50.37,100.3,25.94,49.64
2026-01-20T12:05:31.264764,SENSOR_002,ZONE_C,56.44,99.43,28.8,62.97
2026-01-20T12:05:31.264764,SENSOR_003,ZONE_D,46.02,101.37,24.79,45.66
2026-01-20T12:05:31.264764,SENSOR_001,ZONE_B,56.34,100.78,24.92,48.6
2026-01-20T12:05:31.264764,SENSOR_004,ZONE_A,74.69,100.62,27.88,55.59
2026-01-20T12:05:31.264764,SENSOR_000,ZONE_A,45.46,104.79,25.69,40.48
2026-01-20T12:05:41.264764,SENSOR_004,ZONE_A,53.79,102.65,27.48,63.82
2026-01-20T12:05:41.264764,SENSOR_003,ZONE_D,55.2,103.59,21.52,56.49
2026-01-20T12:05:41.264764,SENSOR_002,ZONE_C,54.86,100.96,24.17,60.04
2026-01-20T12:05:41.264764,SENSOR_000,ZONE_A,54.04,101.76,25.33,53.61
2026-01-20T12:05:41.264764,SENSOR_001,ZONE_B,59.3,98.78,24.6,39.26
2026-01-20T12:05:51.264764,SENSOR_003,ZONE_D,74.91,101.34,30.03,42.71
2026-01-20T12:05:51.264764,SENSOR_004,ZONE_A,50.41,100.09,27.31,42.29
2026-01-20T12:05:51.264764,SENSOR_002,ZONE_C,62.06,101.29,25.53,54.7
2026-01-20T12:05:51.264764,SENSOR_001,ZONE_B,60.71,101.39,19.45,59.06
2026-01-20T12:05:51.264764,SENSOR_000,ZONE_A,49.05,99.95,24.81,47.89
2026-01-20T12:06:01.264764,SENSOR_004,ZONE_A,59.14,98.79,28.57,28.55
2026-01-20T12:06:01.264764,SENSOR_001,ZONE_B,35.1,102.11,20.7,52.12
2026-01-20T12:06:01.264764,SENSOR_002,ZONE_C,57.4,99.75,28.99,47.76
2026-01-20T12:06:01.264764,SENSOR_003,ZONE_D,46.6,107.48,25.84,42.55
2026-01-20T12:06:01.264764,SENSOR_000,ZONE_A,40.31,99.41,22.27,42.94
2026-01-20T12:06:11.264764,SENSOR_003,ZONE_D,35.69,100.5,25.45,48.67
2026-01-20T12:06:11.264764,SENSOR_004,ZONE_A,57.64,103.48,25.88,56.81
2026-01-20T12:06:11.264764,SENSOR_001,ZONE_B,48.11,99.22,22.31,47.48
2026-01-20T12:06:11.264764,SENSOR_002,ZONE_C,47.83,102.66,24.1,64.97
2026-01-20T12:06:11.264764,SENSOR_000,ZONE_A,42.95,103.86,25.27,55.51
2026-01-20T12:06:21.264764,SENSOR_000,ZONE_A,52.16,104.03,25.07,58.89
2026-01-20T12:06:21.264764,SENSOR_004,ZONE_A,53.94,105.8,25.19,52.65
2026-01-20T12:06:21.264764,SENSOR_002,ZONE_C,40.92,104.86,23.32,57.85
2026-01-20T12:06:21.264764,SENSOR_003,ZONE_D,636.89,104.9,26.01,77.25
2026-01-20T12:06:21.264764,SENSOR_001,ZONE_B,42.01,102.85,20.1,49.88
2026-01-20T12:06:31.264764,SENSOR_000,ZONE_A,33.42,103.37,27.51,54.25
2026-01-20T12:06:31.264764,SENSOR_004,ZONE_A,61.69,99.69,22.89,41.63
2026-01-20T12:06:31.264764,SENSOR_002,ZONE_C,39.02,102.46,28.83,48.48
2026-01-20T12:06:31.264764,SENSOR_001,ZONE_B,51.42,101.6,24.44,54.07
2026-01-20T12:06:31.264764,SENSOR_003,ZONE_D,44.22,97.03,24.89,42.98
2026-01-20T12:06:41.264764,SENSOR_000,ZONE_A,48.96,99.06,27.92,47.84
2026-01-20T12:06:41.264764,SENSOR_002,ZONE_C,50.08,105.19,27.5,46.49
2026-01-20T12:06:41.264764,SENSOR_004,ZONE_A,43.1,100.57,24.94,53.26
2026-01-20T12:06:41.264764,SENSOR_001,ZONE_B,60.77,102.33,27.33,58.4
2026-01-20T12:06:41.264764,SENSOR_003,ZONE_D,47.37,101.58,20.27,43.07
2026-01-20T12:06:51.264764,SENSOR_003,ZONE_D,43.52,97.04,22.45,56.99
2026-01-20T12:06:51.264764,SENSOR_002,ZONE_C,60.52,102.43,22.67,63.97
2026-01-20T12:06:51.264764,SENSOR_001,ZONE_B,48.98,103.8,23.06,53.35
2026-01-20T12:06:51.264764,SENSOR_000,ZONE_A,60.45,102.95,21.47,60.01
2026-01-20T12:06:51.264764,SENSOR_004,ZONE_A,49.71,100.12,24.27,56.94
2026-01-20T12:07:01.264764,SENSOR_004,ZONE_A,968.12,114.58,31.93,65.34
2026-01-20T12:07:01.264764,SENSOR_001,ZONE_B,51.22,105.06,18.47,60.39
2026-01-20T12:07:01.264764,SENSOR_002,ZONE_C,39.34,95.81,22.94,60.8
2026-01-20T12:07:01.264764,SENSOR_003,ZONE_D,51.3,105.47,23.49,48.29
2026-01-20T12:07:01.264764,SENSOR_000,ZONE_A,41.42,100.28,26.53,43.91
2026-01-20T12:07:11.264764,SENSOR_004,ZONE_A,44.63,104.24,27.23,52.43
2026-01-20T12:07:11.264764,SENSOR_001,ZONE_B,48.97,100.29,27.9,40.35
2026-01-20T12:07:11.264764,SENSOR_003,ZONE_D,56.69,102.82,25.41,61.21
2026-01-20T12:07:11.264764,SENSOR_002,ZONE_C,47.85,100.65,27.36,59.64
2026-01-20T12:07:11.264764,SENSOR_000,ZONE_A,963.69,106.52,46.01,53.7
2026-01-20T12:07:21.264764,SENSOR_003,ZONE_D,47.69,100.67,23.53,35.91
2026-01-20T12:07:21.264764,SENSOR_000,ZONE_A,50.22,99.72,24.67,52.69
2026-01-20T12:07:21.264764,SENSOR_002,ZONE_C,68.51,103.35,24.99,70.81
2026-01-20T12:07:21.264764,SENSOR_004,ZONE_A,990.58,102.6,56.54,75.82
2026-01-20T12:07:21.264764,SENSOR_001,ZONE_B,65.1,101.71,27.42,44.36
2026-01-20T12:07:31.264764,SENSOR_000,ZONE_A,45.8,103.95,30.88,45.15
2026-01-20T12:07:31.264764,SENSOR_003,ZONE_D,53.03,104.09,29.25,48.75
2026-01-20T12:07:31.264764,SENSOR_002,ZONE_C,45.16,99.16,22.01,49.88
2026-01-20T12:07:31.264764,SENSOR_004,ZONE_A,59.1,99.26,21.18,54.38
2026-01-20T12:07:31.264764,SENSOR_001,ZONE_B,45.59,103.71,19.28,53.16
2026-01-20T12:07:41.264764,SENSOR_000,ZONE_A,49.01,98.98,23.03,39.59
2026-01-20T12:07:41.264764,SENSOR_003,ZONE_D,41.06,100.89,28.95,51.92
2026-01-20T12:07:41.264764,SENSOR_002,ZONE_C,41.47,106.06,28.96,56.22
2026-01-20T12:07:41.264764,SENSOR_004,ZONE_A,57.16,102.17,20.99,46.82
2026-01-20T12:07:41.264764,SENSOR_001,ZONE_B,44.75,102.06,21.95,55.94
2026-01-20T12:07:51.264764,SENSOR_002,ZONE_C,64.21,107.71,28.81,23.82
2026-01-20T12:07:51.264764,SENSOR_003,ZONE_D,62.45,102.66,21.54,36.21
2026-01-20T12:07:51.264764,SENSOR_000,ZONE_A,59.33,99.95,19.27,32.33
2026-01-20T12:07:51.264764,SENSOR_004,ZONE_A,46.53,101.6,24.57,59.6
2026-01-20T12:07:51.264764,SENSOR_001,ZONE_B,54.33,101.21,25.11,46.56
2026-01-20T12:08:01.264764,SENSOR_001,ZONE_B,37.96,99.84,23.65,38.72
2026-01-20T12:08:01.264764,SENSOR_002,ZONE_C,44.26,99.7,23.65,49.35
2026-01-20T12:08:01.264764,SENSOR_000,ZONE_A,61.29,103.17,20.61,58.19
2026-01-20T12:08:01.264764,SENSOR_004,ZONE_A,40.37,105.68,19.39,58.27
2026-01-20T12:08:01.264764,SENSOR_003,ZONE_D,54.86,97.18,23.99,62.02
2026-01-20T12:08:11.264764,SENSOR_001,ZONE_B,37.19,100.68,22.57,48.22
2026-01-20T12:08:11.264764,SENSOR_004,ZONE_A,55.7,98.66,18.54,63.14
2026-01-20T12:08:11.264764,SENSOR_002,ZONE_C,61.83,100.75,23.44,43.58
2026-01-20T12:08:11.264764,SENSOR_000,ZONE_A,61.58,100.89,25.51,45.31
2026-01-20T12:08:11.264764,SENSOR_003,ZONE_D,46.58,101.63,28.08,35.87
2026-01-20T12:08:21.264764,SENSOR_003,ZONE_D,48.7,101.67,25.46,60.44
2026-01-20T12:08:21.264764,SENSOR_000,ZONE_A,61.03,99.6,23.73,46.14
2026-01-20T12:08:21.264764,SENSOR_001,ZONE_B,46.12,102.32,25.98,53.11
2026-01-20T12:08:21.264764,SENSOR_004,ZONE_A,42.15,100.15,23.51,48.1
2026-01-20T12:08:21.264764,SENSOR_002,ZONE_C,360.1,108.68,55.85,57.73
2026-01-20T12:08:31.264764,SENSOR_001,ZONE_B,56.89,100.94,24.86,48.56
2026-01-20T12:08:31.264764,SENSOR_004,ZONE_A,75.37,101.35,21.17,49.65
2026-01-20T12:08:31.264764,SENSOR_003,ZONE_D,66.23,101.11,30.7,59.61
2026-01-20T12:08:31.264764,SENSOR_000,ZONE_A,45.36,103.2,23.42,61.06
2026-01-20T12:08:31.264764,SENSOR_002,ZONE_C,50.27,98.45,19.91,31.52
2026-01-20T12:08:41.264764,SENSOR_001,ZONE_B,78.01,102.19,27.18,67.51
2026-01-20T12:08:41.264764,SENSOR_003,ZONE_D,47.64,100.5,25.77,56.33
2026-01-20T12:08:41.264764,SENSOR_002,ZONE_C,43.09,101.65,24.23,55.14
2026-01-20T12:08:41.264764,SENSOR_004,ZONE_A,60.97,102.29,25.86,46.7
2026-01-20T12:08:41.264764,SENSOR_000,ZONE_A,969.05,127.32,49.72,40.07
2026-01-20T12:08:51.264764,SENSOR_001,ZONE_B,67.84,102.39,21.16,27.98
2026-01-20T12:08:51.264764,SENSOR_002,ZONE_C,62.16,97.53,25.62,60.34
2026-01-20T12:08:51.264764,SENSOR_000,ZONE_A,37.51,100.34,24.69,26.03
2026-01-20T12:08:51.264764,SENSOR_004,ZONE_A,48.45,103.5,25.17,41.25
2026-01-20T12:08:51.264764,SENSOR_003,ZONE_D,46.63,101.37,27.02,47.33
2026-01-20T12:09:01.264764,SENSOR_001,ZONE_B,48.98,101.63,24.64,50.31
2026-01-20T12:09:01.264764,SENSOR_003,ZONE_D,72.57,98.52,24.55,62.57
2026-01-20T12:09:01.264764,SENSOR_002,ZONE_C,27.23,98.59,23.26,34.46
2026-01-20T12:09:01.264764,SENSOR_004,ZONE_A,49.53,96.95,25.25,51.56
2026-01-20T12:09:01.264764,SENSOR_000,ZONE_A,42.94,98.95,27.06,29.84
2026-01-20T12:09:11.264764,SENSOR_001,ZONE_B,38.31,100.74,22.79,49.89
2026-01-20T12:09:11.264764,SENSOR_003,ZONE_D,32.24,100.2,27.42,46.03
2026-01-20T12:09:11.264764,SENSOR_004,ZONE_A,46.99,100.98,23.63,68.91
2026-01-20T12:09:11.264764,SENSOR_002,ZONE_C,62.2,102.23,27.47,45.27
2026-01-20T12:09:11.264764,SENSOR_000,ZONE_A,58.19,103.41,27.64,53.58
2026-01-20T12:09:21.264764,SENSOR_001,ZONE_B,804.77,116.5,50.66,57.31
2026-01-20T12:09:21.264764,SENSOR_002,ZONE_C,46.86,96.04,30.92,78.33
2026-01-20T12:09:21.264764,SENSOR_003,ZONE_D,62.04,101.3,21.98,44.37
2026-01-20T12:09:21.264764,SENSOR_000,ZONE_A,35.4,105.29,25.71,48.75
2026-01-20T12:09:21.264764,SENSOR_004,ZONE_A,55.27,98.87,26.61,50.8
2026-01-20T12:09:31.264764,SENSOR_004,ZONE_A,48.53,98.56,26.71,37.15
2026-01-20T12:09:31.264764,SENSOR_000,ZONE_A,65.73,101.49,22.71,78.03
2026-01-20T12:09:31.264764,SENSOR_001,ZONE_B,40.62,98.93,25.55,44.68
2026-01-20T12:09:31.264764,SENSOR_003,ZONE_D,312.78,111.34,25.79,32.56
2026-01-20T12:09:31.264764,SENSOR_002,ZONE_C,43.46,100.31,22.31,46.24
2026-01-20T12:09:41.264764,SENSOR_003,ZONE_D,61.04,98.99,26.22,53.09
2026-01-20T12:09:41.264764,SENSOR_001,ZONE_B,63.3,99.13,17.64,46.44
2026-01-20T12:09:41.264764,SENSOR_000,ZONE_A,26.62,101.61,23.98,37.03
2026-01-20T12:09:41.264764,SENSOR_004,ZONE_A,55.58,99.54,29.64,40.44
2026-01-20T12:09:41.264764,SENSOR_002,ZONE_C,39.51,103.25,23.93,59.46
2026-01-20T12:09:51.264764,SENSOR_001,ZONE_B,47.12,97.78,23.44,44.54
2026-01-20T12:09:51.264764,SENSOR_000,ZONE_A,58.05,102.25,25.35,37.81
2026-01-20T12:09:51.264764,SENSOR_002,ZONE_C,72.52,102.83,26.29,56.68
2026-01-20T12:09:51.264764,SENSOR_004,ZONE_A,52.91,99.66,27.53,65.53
2026-01-20T12:09:51.264764,SENSOR_003,ZONE_D,53.9,101.83,19.51,25.27
2026-01-20T12:10:01.264764,SENSOR_000,ZONE_A,62.54,104.97,21.42,45.56
2026-01-20T12:10:01.264764,SENSOR_001,ZONE_B,45.66,100.01,21.59,41.68
2026-01-20T12:10:01.264764,SENSOR_004,ZONE_A,51.32,99.37,26.65,38.66
2026-01-20T12:10:01.264764,SENSOR_003,ZONE_D,40.65,101.59,21.75,49.26
2026-01-20T12:10:01.264764,SENSOR_002,ZONE_C,60.93,99.92,26.4,49.86
2026-01-20T12:10:11.264764,SENSOR_000,ZONE_A,55.93,102.96,27.82,56.7
2026-01-20T12:10:11.264764,SENSOR_003,ZONE_D,54.23,103.06,23.05,74.01
2026-01-20T12:10:11.264764,SENSOR_004,ZONE_A,59.29,99.48,28.65,26.17
2026-01-20T12:10:11.264764,SENSOR_002,ZONE_C,47.35,100.35,26.21,48.93
2026-01-20T12:10:11.264764,SENSOR_001,ZONE_B,54.94,104.8,24.76,45.09
2026-01-20T12:10:21.264764,SENSOR_001,ZONE_B,31.23,102.43,24.22,30.71
2026-01-20T12:10:21.264764,SENSOR_002,ZONE_C,54.31,99.45,23.12,51.67
2026-01-20T12:10:21.264764,SENSOR_000,ZONE_A,63.76,103.5,27.11,51.03
2026-01-20T12:10:21.264764,SENSOR_004,ZONE_A,749.61,91.16,20.13,89.34
2026-01-20T12:10:21.264764,SENSOR_003,ZONE_D,51.08,103.44,29.21,58.69
2026-01-20T12:10:31.264764,SENSOR_002,ZONE_C,70.33,102.76,32.59,59.7
2026-01-20T12:10:31.264764,SENSOR_000,ZONE_A,56.47,102.44,27.23,41.45
2026-01-20T12:10:31.264764,SENSOR_004,ZONE_A,41.23,99.29,23.05,41.7
2026-01-20T12:10:31.264764,SENSOR_003,ZONE_D,49.39,103.08,25.14,57.99
2026-01-20T12:10:31.264764,SENSOR_001,ZONE_B,42.5,102.25,27.36,64.36
2026-01-20T12:10:41.264764,SENSOR_004,ZONE_A,26.42,102.34,25.11,54.17
2026-01-20T12:10:41.264764,SENSOR_000,ZONE_A,57.79,99.95,23.14,44.81
2026-01-20T12:10:41.264764,SENSOR_003,ZONE_D,36.83,101.92,23.6,56.92
2026-01-20T12:10:41.264764,SENSOR_002,ZONE_C,47.17,99.24,23.05,33.54
2026-01-20T12:10:41.264764,SENSOR_001,ZONE_B,48.97,102.07,25.45,45.52
2026-01-20T12:10:51.264764,SENSOR_001,ZONE_B,39.93,101.31,21.87,49.02
2026-01-20T12:10:51.264764,SENSOR_003,ZONE_D,55.93,99.69,26.0,53.24
2026-01-20T12:10:51.264764,SENSOR_000,ZONE_A,53.73,103.73,23.6,55.0
2026-01-20T12:10:51.264764,SENSOR_002,ZONE_C,47.4,103.17,24.47,38.8
2026-01-20T12:10:51.264764,SENSOR_004,ZONE_A,62.19,104.4,23.92,42.3
2026-01-20T12:11:01.264764,SENSOR_003,ZONE_D,73.99,98.28,27.34,42.13
2026-01-20T12:11:01.264764,SENSOR_000,ZONE_A,53.46,99.87,28.8,56.24
2026-01-20T12:11:01.264764,SENSOR_001,ZONE_B,54.86,103.31,24.34,39.19
2026-01-20T12:11:01.264764,SENSOR_002,ZONE_C,44.04,102.58,27.41,18.68
2026-01-20T12:11:01.264764,SENSOR_004,ZONE_A,50.06,105.55,24.04,57.9
2026-01-20T12:11:11.264764,SENSOR_002,ZONE_C,54.33,99.91,29.66,41.01
2026-01-20T12:11:11.264764,SENSOR_003,ZONE_D,41.28,99.19,23.31,44.12
2026-01-20T12:11:11.264764,SENSOR_000,ZONE_A,52.45,101.8,21.0,49.7
2026-01-20T12:11:11.264764,SENSOR_001,ZONE_B,61.3,99.96,21.85,44.11
2026-01-20T12:11:11.264764,SENSOR_004,ZONE_A,55.16,94.99,24.09,42.06
2026-01-20T12:11:21.264764,SENSOR_000,ZONE_A,57.78,100.71,25.84,30.95
2026-01-20T12:11:21.264764,SENSOR_001,ZONE_B,25.11,100.15,27.76,54.65
2026-01-20T12:11:21.264764,SENSOR_003,ZONE_D,72.48,101.71,22.1,43.2
2026-01-20T12:11:21.264764,SENSOR_004,ZONE_A,403.54,107.85,21.41,33.98
2026-01-20T12:11:21.264764,SENSOR_002,ZONE_C,63.68,103.36,21.17,52.0
2026-01-20T12:11:31.264764,SENSOR_002,ZONE_C,63.12,102.61,22.69,55.53
2026-01-20T12:11:31.264764,SENSOR_004,ZONE_A,65.7,101.75,24.64,41.83
2026-01-20T12:11:31.264764,SENSOR_003,ZONE_D,41.98,102.72,30.37,36.63
2026-01-20T12:11:31.264764,SENSOR_001,ZONE_B,50.43,99.1,24.83,40.78
2026-01-20T12:11:31.264764,SENSOR_000,ZONE_A,44.96,99.59,25.89,41.1
2026-01-20T12:11:41.264764,SENSOR_004,ZONE_A,46.0,102.13,24.07,53.53
2026-01-20T12:11:41.264764,SENSOR_000,ZONE_A,37.18,104.3,24.4,56.17
2026-01-20T12:11:41.264764,SENSOR_002,ZONE_C,48.77,106.11,21.81,58.71
2026-01-20T12:11:41.264764,SENSOR_001,ZONE_B,37.98,103.48,30.08,54.45
2026-01-20T12:11:41.264764,SENSOR_003,ZONE_D,31.5,99.06,24.48,53.06
2026-01-20T12:11:51.264764,SENSOR_000,ZONE_A,22.93,99.17,19.42,36.15
2026-01-20T12:11:51.264764,SENSOR_003,ZONE_D,29.38,100.65,26.26,59.07
2026-01-20T12:11:51.264764,SENSOR_001,ZONE_B,54.62,101.98,18.24,47.98
2026-01-20T12:11:51.264764,SENSOR_004,ZONE_A,53.36,106.56,24.21,50.13
2026-01-20T12:11:51.264764,SENSOR_002,ZONE_C,34.09,103.8,26.08,41.76
2026-01-20T12:12:01.264764,SENSOR_000,ZONE_A,575.0,99.88,25.66,24.37
2026-01-20T12:12:01.264764,SENSOR_002,ZONE_C,56.26,103.2,23.19,44.51
2026-01-20T12:12:01.264764,SENSOR_003,ZONE_D,45.88,103.94,28.16,40.89
2026-01-20T12:12:01.264764,SENSOR_004,ZONE_A,45.06,101.51,25.93,53.62
2026-01-20T12:12:01.264764,SENSOR_001,ZONE_B,56.76,101.07,27.34,47.73
2026-01-20T12:12:11.264764,SENSOR_002,ZONE_C,41.72,101.69,19.11,50.25
2026-01-20T12:12:11.264764,SENSOR_001,ZONE_B,48.12,102.26,24.41,36.66
2026-01-20T12:12:11.264764,SENSOR_004,ZONE_A,44.06,101.85,22.34,56.51
2026-01-20T12:12:11.264764,SENSOR_000,ZONE_A,33.52,102.01,26.9,42.02
2026-01-20T12:12:11.264764,SENSOR_003,ZONE_D,43.49,103.08,24.31,48.96
2026-01-20T12:12:21.264764,SENSOR_002,ZONE_C,55.32,100.37,25.11,57.42
2026-01-20T12:12:21.264764,SENSOR_004,ZONE_A,40.87,98.44,32.8,63.61
2026-01-20T12:12:21.264764,SENSOR_000,ZONE_A,42.33,100.67,27.61,41.07
2026-01-20T12:12:21.264764,SENSOR_001,ZONE_B,51.45,99.62,32.11,12.34
2026-01-20T12:12:21.264764,SENSOR_003,ZONE_D,47.67,102.56,28.45,59.05
2026-01-20T12:12:31.264764,SENSOR_000,ZONE_A,60.86,101.32,19.32,46.02
2026-01-20T12:12:31.264764,SENSOR_002,ZONE_C,64.02,100.72,25.2,48.63
2026-01-20T12:12:31.264764,SENSOR_004,ZONE_A,59.55,99.8,21.23,62.04
2026-01-20T12:12:31.264764,SENSOR_001,ZONE_B,21.42,105.21,27.97,47.82
2026-01-20T12:12:31.264764,SENSOR_003,ZONE_D,50.8,102.88,20.34,55.21
2026-01-20T12:12:41.264764,SENSOR_002,ZONE_C,29.63,102.57,21.95,59.51
2026-01-20T12:12:41.264764,SENSOR_003,ZONE_D,51.46,106.24,22.2,60.09
2026-01-20T12:12:41.264764,SENSOR_004,ZONE_A,458.22,100.11,51.82,75.25
2026-01-20T12:12:41.264764,SENSOR_001,ZONE_B,42.23,100.74,26.16,69.02
2026-01-20T12:12:41.264764,SENSOR_000,ZONE_A,45.05,101.78,26.9,48.65
2026-01-20T12:12:51.264764,SENSOR_004,ZONE_A,43.93,99.69,29.88,48.25
2026-01-20T12:12:51.264764,SENSOR_003,ZONE_D,51.62,102.86,24.87,51.76
2026-01-20T12:12:51.264764,SENSOR_001,ZONE_B,30.5,103.94,25.15,53.21
2026-01-20T12:12:51.264764,SENSOR_002,ZONE_C,55.52,100.52,21.27,54.42
2026-01-20T12:12:51.264764,SENSOR_000,ZONE_A,60.7,105.33,26.66,54.67
2026-01-20T12:13:01.264764,SENSOR_000,ZONE_A,57.88,98.74,25.04,40.57
